nervous,count,tags
I'm nervous for grasping these concepts in a short time, since the quarter goes by fast. I know that practicing is the priority for any chemistry course, but before I practice for me it's important that I understand the steps I am doing and understanding the concepts takes the most time. I have to spend time reading/lecture slides before. practice.,1,CN003+PC001+PC007+ST003
I have bad memory,1,CN001
I struggled with getting started in CHEM 30A, so I am nervous about starting slowly to understand the content and do well in the class from the get go.,1,MT004+FND002+ST001
Understanding the foundational concepts and getting lost fast.,1,FND001+PR001
Keeping up with the material,1,PR001
Not knowing something before exams.,1,EX004+CN003
Being able to learn/study effectively enough to earn an A on the midterms and final exam.,1,ST001+PR003+EX001+EX007
I am most nervous about how self-paced it is, considering I am a first year and do not know what to expect.,1,ST005+TR002
I am most nervous about being able to fully understand all of the slight nuances in the content we are studying.,1,CN003
I'm nervous about doing well on exams just because it's going to be a lot of material and it's going to require a lot of studying.,1,EX001+PC003+ST001
I am very concern about the material from 30a. it has been a summer since i've learned the class, and since 30b is just a continuation of it and requires all of the concepts from it, i feel very unsure about my performance in this class.,1,FND002
Managing my time effectively with my other classes,1,PC004+PC005
I'm most nervous about losing the study strategies I was able to create when taking chemistry last quarter, and I'm afraid I lost those strategies over the long summer.,1,ST001
Coming across exceedingly hard questions that I am unprepared for.,1,EX003+EX004
I am currently worried about the quantum. I do not have a physics background, and I know I need more help.,1,MT003+FND001
Falling behind on work and getting lost on concepts,1,PR001
I am most nervous about this class' workload in context with the workload I have with Lifescience 7C.,1,PC002+PC005
I’m just nervous about being able to retain all the information that comes with solving each problem.,1,CN001
The difficulty of the content.,1,EX003+CN003
I'm a little nervous about portioning out enough time for practice problems.,1,PC004+ST003
Balancing studying with other work.,1,PC005
Remembering past concepts needed to succeed in this course,1,FND001+CN001
Adjusting to the style of questions on the exam,1,EX002
Balancing coursework with other extracurriculars,1,PC006
I worry about not falling behind on concepts, but it is not something I worry much about.,1,PR001
I have a 4 year knowledge gap from when I last took organic chemistry to now.,1,FND004
I am most nervous about Mid Terms and the Final.,1,EX001+EX007
Remembering all the equations and when to apply then on midterm,1,CN004+CN005+EX001
I am nervous that test questions will not be similar to question examples in class or on the homework.,1,EX002
How the tests would look vs the practice tests if we get any.,1,EX001+ST003
I am most nervous about remembering and applying concepts from 30A into this course, as I am not sure exactly how much I remember from the previous course.,1,FND002+CN001
being able to apply the concepts on tests,1,CN005+EX001
That I will fall behind as we learn concepts and not understand the steps of a problem,1,PR001+CN003
My study habits and how it will affect my stress level for this course.,1,ST001+PF005
I am most nervous about the tests and what questions might appear.,1,EX001+EX002
just getting back into chem, i haven’t done chemistry since my sophomore year of high school,1,FND003+FND004
There’s so much content and so many details the professor expects we know so I’m worried about keeping up and knowing how to do every single problem or know every single formula.,1,PC003+CN001+PR001
big exams/midterms and being underprepared,1,EX001+EX004
Keeping up with the study habits I am hoping to maintain throughout the year,1,ST001
Being able to understand the material,1,CN003
Exam Difficulty,1,EX003
Conceptual questions.,1,EX002+CN003
I am most nervous about being able to do well on exams.,1,PR005+EX001
I am nervous about making sure I can close the knowledge gap between what I know and what my professor expects me to know by the test. I hope the test isn't unreasonably difficult,1,FND001+EX003
I am most nervous about the workload and the questions being asked on midterms and finals. I believe that I have a strong background in Chemistry, but I am worried about the amount of workload, different teaching style, and falling behind due to not understanding the content.,1,PC002+EX001+EX007+TR005+PR001
I’m mainly nervous about keeping track of all the assignments I have to complete. The assignments are very specific and keeping track of them is difficult.,1,LG002
Theory based stuff or really anything that relies on memorization.,1,CN003+CN001
Performing well on the exams.,1,EX001
Lacking pre-knowledge to understand the current content,1,FND001
I had not taken any chemistry classes prior, except for a khan academy course over the summer.,1,FND001
I’m nervous about the possibility of the exams having concepts k haven’t prepped enough for or that they are much more challenging than I expectz,1,EX001+EX004+EX003
time management with other courses,1,PC004+PC005
What I'm most concerned about in this course are the pre-lab and post-lab grading, as well as the exams.,1,LAB002+EX001
I'm worried that I won't be able to memorize everything that I need to know for this class.,1,CN001
Not having taken chemistry in the last two years of school and needing to work even harder than people who are already familiar with some concepts.,1,FND004+ST001
Managing my time and studying efficiently and effectively.,1,PC004+ST001
the final exam,1,EX007
Honestly the exams, I heard 14bl can appear to go well the thesis term and final really plummets your grade, I just want it do well and get an A or B which is not what I’m used to in chemistry. Honesty this class gives me anxiety because of my previous experience with chem at this school.,1,EX001+PR003+EX009+MT004
The prelab assignments and the less direction in labs than my past classes.,1,LAB002+LAB001
Understanding chemistry processes and  remembering these processes to solve the questions.,1,CN003+CN001
I'm mostly nervous about the introduction to quantum mechanics being present on exams, as I struggled to grasp the concept well.,1,MT003+EX001
I am most nervous about the midterms and finals with this course. I hope that all the homework and assignments will prepare me to succeed.,1,EX001+EX007
I'm nervous about the exams being a lot harder than the problem sets and discussion worksheets we're given in class. I don't expect them to be easy because some things on the worksheets themselves are hard, but I am nervous the tests are going to go past the bounds of what we were supposed to know and become what we "should know" too.,1,EX003+ST003
Failing,1,PR002
My performance on midterms and finals.,1,EX001+EX007
Keeping up with the pace of the course and remembering detailed information.,1,PC001+CN001
Studying habits and the pace of the course.,1,ST001+PC001
I am very worried about failing my exams. I am confident on material when I study, but when I get to the exam I blank out.,1,PR002+EX001+EX009
I am nervous for the midterm.,1,EX001
The amount of material and the fast pace,1,PC003+PC001
My professor Ngo is said to be really hard. Her exams are not a reflection of what we learn. I am concerned seeing as even the TA’s last year said her class is not the best,1,TR005+EX003+RP001
Managing my time going from a semester system to a quarter one.,1,PC004+PC007
I’m unsure about my abilities to perform activities in lab settings. I’m not sure I have identified strategies to finish in time and get accurate and precise results.,1,LAB001+LAB003
sucking at lab skills,1,LAB001
I am nervous about remembering the content from 14B on my own time as I took that class a year ago,1,FND002+ST005
Adjusting to the fast pace of the quarter system. I know 10 weeks can feel quick, so I'm ready to adapt and take advantage of all the office hours/resources that are provided to us.,1,PC001+PC007
I am most nervous about the theoretical aspect of chemistry rather than the mathematical aspect.,1,CN003+CN004
I’m worried about the difficulty of the concepts and fast pace of the course, and also worried that I won’t have enough time to do many practice problems.,1,EX003+PC001+ST003
studying,1,ST001
The workload and my performance in exams.,1,PC002+EX001
The professor assuming that I already have knowledge of high school chemistry content when I don’t,1,FND003+TR005
Knowing which formulas to use when solving word problems,1,CN004+CN005
Exam anxiety,1,EX009
I am worried I will not be able to succeed and that I am not smart enough for this course.,1,PF004
I feel like I have a tough time understanding concepts so I am worried to be tested on it even though I have good study habits.,1,CN003+ST001
Doing math in the class.,1,CN004
Keeping up with all of the information.,1,PR001+PC003
About connecting all of the chapters together and understanding them.,1,CN003+CN005
Not doing all of the practice problems.,1,ST003
I'm nervous about how fast paced everything is and generally adjusting to the quarter system and my teacher's teaching/testing style.,1,PC001+PC007+TR005
The exams and concepts.,1,EX001+CN003
I am most nervous about falling behind unexpectedly and not being able to recover.,1,PR001
I am most nervous about not preparing my pre lab enough for the experiment that week,1,LAB002
It being a lab class.,1,LAB001
i am just hoping to stay caught up with everything, I tend to get overwhelmed with all the pre-labs and post-labs on top of other classes as I feel like the time just slips away, so I hope to stay on top of that this quarter.,1,PR001+LAB002+PC005+PC004
The lack of graded homework makes managing my own time intimidating and the reputation for difficulty with organic chemistry precedes the class,1,LG001+PC004+RP001
It has been around two years since I took an organic chemistry course, so I fear that gap has me at a disadvantage. Nevertheless, I will try my best to keep up with the course material.,1,FND004
I am most nervous for the final because I have heard that it is unprecedented in difficultly. I am also stressed about completing the labs in time.,1,EX007+EX003+LAB001
Feeling lost,1,PR001
I head there may be calculus involved at some points, but even with that there's not really anything in Gen Chem that I'm too worried about.,1,CN004+FND001
I need a lot of tutoring, and often office hours can't answer my questions. I fear I will not be prepared for exams,1,ST004+EX001
How much math is involved and the concepts I need to remember,1,CN004+CN003+CN001
The amount of memorization,1,CN001+PC003
I am nervous about keeping track of deadlines and properly estimating the amount of time it will take me to complete assignments for time management purposes. I am also nervous about not fully understanding the material well enough to be confident in my exam performance or the end of quarter presentation.,1,LG002+PC004+CN003+EX001
I am most nervous about falling behind. The concepts are all connected and I am scared that if I miss one thing I am doomed to fail. I am also nervous about asking for help as I often do not know how to vocalize where my confusion lies therefore I stay silent,1,PR001+PF003
I feel like I dont really think in the technical terms of chem, I need to simplify it to ,1,CM003
