nervous,count,tags
Not enough practice sheets/questions; not being able to have individual time with professor due to schedule clashes,1,practice_problems+resource_utilization
Being prepared enough to do well on midterms,1,exam_preparation_readiness
Learning college level study habits.,1,study_development
I am most nervous about the midterms/final.,1,exams_general
not knowing how to study,1,study_effectiveness
The midterms and how to recover from it if we do not do well on one.,1,exams_general+doing_well
"I am most nervous about my first exam in this class, as I anticipate a bit of a learning curve in learning how to take and study for college-level exams.",1,first_college_course+exam_preparation_readiness
..,1,nothing_specific
I am most nervous about the change of style of teaching and test taking and how it will impact my scores.,1,professor_teaching_style+exam_format_structure
I am most nervous about balancing this class with my other courses.,1,balancing_courses
Keeping up the workload and finding enough practice problems to ensure that I am really understanding the material.,1,workload_general+practice_problems+conceptual_understanding
Making sure I stay on track with the material throughout the quarter so that I don’t end up trying to catch up.,1,falling_behind
If I still have the same study motivations as last year because of academic burnout,1,motivation_burnout
The tests content,1,exams_general
The material piling up before the midterms and finals with not enough time to fuylly understand it before being tested on it.,1,content_volume+time_management+exam_preparation_readiness
I'm slightly worried I will go into an exam thinking it wont be too bad then get surprised and do poorly.,1,exam_difficulty_level
"I am the most nervous that some chemistry concepts that are expected to be known, but I have not seen it in high school chemistry.",1,prior_knowledge_gap+high_school_gap
Not being well prepared.,1,exam_preparation_readiness
Memorization on certain topics and what the test structure will be like.,1,memorization_general+exam_format_structure
Being able to teach myself the concepts after lecture is over,1,self_teaching
Gaining a real understanding of chemistry that I will be able to use in my future coursework.,1,conceptual_understanding
I am nervous about managing my time well and making sure I have a good understanding of the material.,1,time_management+conceptual_understanding
"I’m not sure how exams are going to look, and if the midterms will be similar to our homework problem sets or more difficult.",1,exam_format_structure+exam_difficulty_level
"I'm worried about how quickly the quarter goes by and how we learn material so fast (1 chapter/week). Some of the material is very difficult/not intuitive, so I am worried about having enough time to practice problems before exams.",1,course_pace+conceptual_understanding+time_management+practice_problems
"I am nervous about the difficulty of tests since I am confident in problem sets, but an unsure how tests will look.  I have never taken a college test, and am not just nervous for chemistry, but my tests in every class to be clear.",1,exam_difficulty_level+first_college_course
I guess I am just nervous about getting used to the college workflow.,1,first_college_course
What the tests will look like,1,exam_format_structure
"I am most nervous about the heavy memorization, difficult coursework, and managing my time. Due to the extracurriculars I am doing, I feel that I am always tired and do not have time to deepen my understanding. In addition, the peer learning sessions do not fit into my schedule. I also feel that I feel left behind by friends who previously took ochem,",1,memorization_general+time_management+balancing_life+resource_utilization+falling_behind
"I am most nervous about aspects that require memorization, as I do best with conceptual logic and understanding",1,memorization_general
Tests and grasping to material for the MCAT later on.,1,exams_general+conceptual_understanding
"Time management, not falling behind with course materials",1,time_management+falling_behind
just remembering every little detail that i need to know,1,memorization_general
I think applying concepts that I understand to actual problems will be my most difficult challenge of this course,1,application_problems
"Don't have enough time to prepare myself for the upcoming exams, insufficient amount of practice exams to work on",1,time_management+exam_preparation_readiness+practice_problems
Advanced O-chem,1,heard_difficult
Not understanding foundational concepts that will be further built upon.,1,prior_knowledge_gap+conceptual_understanding
"Getting questions answered since office hours are so busy, and figuring out the best ways to study to prep for exams",1,resource_utilization+study_development+exam_preparation_readiness
"The first test is always the hardest, especially in this new environment.",1,exams_general+new_environment
not retaining enough info from previous courses,1,prior_knowledge_gap
being a transfer,1,transfer_student
Mostly just memorizing all the rules and techniques in order to answer and calculate the problems properly.,1,memorization_general+application_problems+math_calculations
"I'm nervous for grasping these concepts in a short time, since the quarter goes by fast. I know that practicing is the priority for any chemistry course, but before I practice for me it's important that I understand the steps I am doing and understanding the concepts takes the most time. I have to spend time reading/lecture slides before. practice.",1,conceptual_understanding+quarter_system+course_pace+practice_problems
I have bad memory,1,memorization_general
"I struggled with getting started in CHEM 30A, so I am nervous about starting slowly to understand the content and do well in the class from the get go.",1,prior_negative_experience+conceptual_understanding+doing_well
Understanding the foundational concepts and getting lost fast.,1,prior_knowledge_gap+conceptual_understanding+course_pace
Keeping up with the material,1,falling_behind
Not knowing something before exams.,1,exam_preparation_readiness
Being able to learn/study effectively enough to earn an A on the midterms and final exam.,1,study_effectiveness+grades
"I am most nervous about how self-paced it is, considering I am a first year and do not know what to expect.",1,self_teaching+first_college_course
I am most nervous about being able to fully understand all of the slight nuances in the content we are studying.,1,conceptual_understanding
I'm nervous about doing well on exams just because it's going to be a lot of material and it's going to require a lot of studying.,1,doing_well+content_volume
"I am very concern about the material from 30a. it has been a summer since i've learned the class, and since 30b is just a continuation of it and requires all of the concepts from it, i feel very unsure about my performance in this class.",1,thirtyA_specific+time_since_chem
Managing my time effectively with my other classes,1,time_management+balancing_courses
"I'm most nervous about losing the study strategies I was able to create when taking chemistry last quarter, and I'm afraid I lost those strategies over the long summer.",1,study_effectiveness
Coming across exceedingly hard questions that I am unprepared for.,1,exam_difficulty_level+exam_preparation_readiness
"I am currently worried about the quantum. I do not have a physics background, and I know I need more help.",1,specific_topic+prior_knowledge_gap
Falling behind on work and getting lost on concepts,1,falling_behind+conceptual_understanding
I am most nervous about this class' workload in context with the workload I have with Lifescience 7C.,1,workload_general+balancing_courses
I’m just nervous about being able to retain all the information that comes with solving each problem.,1,memorization_general+application_problems
The difficulty of the content.,1,conceptual_understanding
I'm a little nervous about portioning out enough time for practice problems.,1,time_management+practice_problems
Balancing studying with other work.,1,balancing_life
Remembering past concepts needed to succeed in this course,1,prior_knowledge_gap
Adjusting to the style of questions on the exam,1,exam_format_structure
Balancing coursework with other extracurriculars,1,balancing_life
"I worry about not falling behind on concepts, but it is not something I worry much about.",1,falling_behind+not_nervous
I have a 4 year knowledge gap from when I last took organic chemistry to now.,1,time_since_chem
I am most nervous about Mid Terms and the Final.,1,exams_general
Remembering all the equations and when to apply then on midterm,1,memorization_general+math_calculations+application_problems
I am nervous that test questions will not be similar to question examples in class or on the homework.,1,exam_difficulty_level
How the tests would look vs the practice tests if we get any.,1,exam_format_structure+practice_problems
"I am most nervous about remembering and applying concepts from 30A into this course, as I am not sure exactly how much I remember from the previous course.",1,thirtyA_specific+application_problems
being able to apply the concepts on tests,1,application_problems
That I will fall behind as we learn concepts and not understand the steps of a problem,1,falling_behind+conceptual_understanding
My study habits and how it will affect my stress level for this course.,1,study_effectiveness
I am most nervous about the tests and what questions might appear.,1,exams_general
"just getting back into chem, i haven’t done chemistry since my sophomore year of high school",1,high_school_gap
There’s so much content and so many details the professor expects we know so I’m worried about keeping up and knowing how to do every single problem or know every single formula.,1,content_volume+falling_behind+application_problems
big exams/midterms and being underprepared,1,exams_general+exam_preparation_readiness
Keeping up with the study habits I am hoping to maintain throughout the year,1,study_effectiveness
Being able to understand the material,1,conceptual_understanding
Exam Difficulty,1,exam_difficulty_level
Conceptual questions.,1,conceptual_understanding
I am most nervous about being able to do well on exams.,1,doing_well
I am nervous about making sure I can close the knowledge gap between what I know and what my professor expects me to know by the test. I hope the test isn't unreasonably difficult,1,prior_knowledge_gap+exam_difficulty_level
"I am most nervous about the workload and the questions being asked on midterms and finals. I believe that I have a strong background in Chemistry, but I am worried about the amount of workload, different teaching style, and falling behind due to not understanding the content.",1,workload_general+exams_general+professor_teaching_style+falling_behind+conceptual_understanding
I’m mainly nervous about keeping track of all the assignments I have to complete. The assignments are very specific and keeping track of them is difficult.,1,assignment_tracking
Theory based stuff or really anything that relies on memorization.,1,memorization_general
Performing well on the exams.,1,doing_well
Lacking pre-knowledge to understand the current content,1,prior_knowledge_gap
"I had not taken any chemistry classes prior, except for a khan academy course over the summer.",1,prior_knowledge_gap
I’m nervous about the possibility of the exams having concepts k haven’t prepped enough for or that they are much more challenging than I expectz,1,exam_preparation_readiness+exam_difficulty_level
time management with other courses,1,time_management+balancing_courses
"What I'm most concerned about in this course are the pre-lab and post-lab grading, as well as the exams.",1,lab_workload+exams_general
I'm worried that I won't be able to memorize everything that I need to know for this class.,1,memorization_general
Not having taken chemistry in the last two years of school and needing to work even harder than people who are already familiar with some concepts.,1,time_since_chem+prior_knowledge_gap
Managing my time and studying efficiently and effectively.,1,time_management+study_effectiveness
the final exam,1,cumulative_final
"Honestly the exams, I heard 14bl can appear to go well the thesis term and final really plummets your grade, I just want it do well and get an A or B which is not what I’m used to in chemistry. Honesty this class gives me anxiety because of my previous experience with chem at this school.",1,exams_general+heard_difficult+grades+prior_negative_experience
The prelab assignments and the less direction in labs than my past classes.,1,lab_workload
Understanding chemistry processes and remembering these processes to solve the questions.,1,conceptual_understanding+memorization_general
"I'm mostly nervous about the introduction to quantum mechanics being present on exams, as I struggled to grasp the concept well.",1,specific_topic
I am most nervous about the midterms and finals with this course. I hope that all the homework and assignments will prepare me to succeed.,1,exams_general
"I'm nervous about the exams being a lot harder than the problem sets and discussion worksheets we're given in class. I don't expect them to be easy because some things on the worksheets themselves are hard, but I am nervous the tests are going to go past the bounds of what we were supposed to know and become what we ""should know"" too.",1,exam_difficulty_level+exam_preparation_readiness
Failing,1,failing
My performance on midterms and finals.,1,doing_well
Keeping up with the pace of the course and remembering detailed information.,1,course_pace+memorization_general
Studying habits and the pace of the course.,1,study_effectiveness+course_pace
"I am very worried about failing my exams. I am confident on material when I study, but when I get to the exam I blank out.",1,exams_general+test_anxiety
I am nervous for the midterm.,1,exams_general
The amount of material and the fast pace,1,content_volume+course_pace
My professor Ngo is said to be really hard. Her exams are not a reflection of what we learn. I am concerned seeing as even the TA’s last year said her class is not the best,1,heard_difficult+exam_difficulty_level+professor_teaching_style
Managing my time going from a semester system to a quarter one.,1,time_management+quarter_system
I’m unsure about my abilities to perform activities in lab settings. I’m not sure I have identified strategies to finish in time and get accurate and precise results.,1,lab_skills+lab_pacing
sucking at lab skills,1,lab_skills
I am nervous about remembering the content from 14B on my own time as I took that class a year ago,1,prior_knowledge_gap+time_since_chem
"Adjusting to the fast pace of the quarter system. I know 10 weeks can feel quick, so I'm ready to adapt and take advantage of all the office hours/resources that are provided to us.",1,course_pace+quarter_system+resource_utilization
I am most nervous about the theoretical aspect of chemistry rather than the mathematical aspect.,1,conceptual_understanding
"I’m worried about the difficulty of the concepts and fast pace of the course, and also worried that I won’t have enough time to do many practice problems.",1,conceptual_understanding+course_pace+practice_problems
studying,1,study_effectiveness
The workload and my performance in exams.,1,workload_general+doing_well
The professor assuming that I already have knowledge of high school chemistry content when I don’t,1,high_school_gap+prior_knowledge_gap
Knowing which formulas to use when solving word problems,1,application_problems+math_calculations
Exam anxiety,1,test_anxiety
I am worried I will not be able to succeed and that I am not smart enough for this course.,1,doing_well+self_doubt
I feel like I have a tough time understanding concepts so I am worried to be tested on it even though I have good study habits.,1,conceptual_understanding
Doing math in the class.,1,math_calculations
Keeping up with all of the information.,1,falling_behind
About connecting all of the chapters together and understanding them.,1,conceptual_understanding
Not doing all of the practice problems.,1,practice_problems
I'm nervous about how fast paced everything is and generally adjusting to the quarter system and my teacher's teaching/testing style.,1,course_pace+quarter_system+professor_teaching_style
The exams and concepts.,1,exams_general+conceptual_understanding
I am most nervous about falling behind unexpectedly and not being able to recover.,1,falling_behind
I am most nervous about not preparing my pre lab enough for the experiment that week,1,lab_workload
It being a lab class.,1,lab_skills
"i am just hoping to stay caught up with everything, I tend to get overwhelmed with all the pre-labs and post-labs on top of other classes as I feel like the time just slips away, so I hope to stay on top of that this quarter.",1,falling_behind+lab_workload+balancing_courses+time_management
The lack of graded homework makes managing my own time intimidating and the reputation for difficulty with organic chemistry precedes the class,1,course_organization+time_management+heard_difficult
"It has been around two years since I took an organic chemistry course, so I fear that gap has me at a disadvantage. Nevertheless, I will try my best to keep up with the course material.",1,time_since_chem
I am most nervous for the final because I have heard that it is unprecedented in difficultly. I am also stressed about completing the labs in time.,1,cumulative_final+heard_difficult+lab_pacing
Feeling lost,1,conceptual_understanding
"I head there may be calculus involved at some points, but even with that there's not really anything in Gen Chem that I'm too worried about.",1,math_calculations+not_nervous
"I need a lot of tutoring, and often office hours can't answer my questions. I fear I will not be prepared for exams",1,resource_utilization+asking_for_help+exam_preparation_readiness
How much math is involved and the concepts I need to remember,1,math_calculations+memorization_general
The amount of memorization,1,memorization_general
I am nervous about keeping track of deadlines and properly estimating the amount of time it will take me to complete assignments for time management purposes. I am also nervous about not fully understanding the material well enough to be confident in my exam performance or the end of quarter presentation.,1,assignment_tracking+time_management+conceptual_understanding+confidence_issues
I am most nervous about falling behind. The concepts are all connected and I am scared that if I miss one thing I am doomed to fail. I am also nervous about asking for help as I often do not know how to vocalize where my confusion lies therefore I stay silent,1,falling_behind+asking_for_help
"I feel like I dont really think in the technical terms of chem, I need to simplify it to understand, so I get lost when listening to people speak because it takes me a long time to translate it. I think I am mostly nervous about understanding the material in a way that makes sense",1,terminology+conceptual_understanding
Most nervous about my own time management and my ability to figure out concepts and practice problems independently of lecture. Need to develop my own time management skills.,1,time_management+conceptual_understanding+practice_problems+self_teaching+study_development
"Randomly difficult exam questions that are vastly different from practice questions, and having to study so much that I have no time to do anything else.",1,exam_difficulty_level+practice_problems+time_management
Readjusting to the pace and applying previous learned concepts efficiently to not fall behind,1,course_pace+application_problems+falling_behind
The fact that it feels like I am on my own to learn because there is good place to learn in a smaller group setting because discussion is online and there are no problem solving sessions.,1,self_teaching+class_size+zoom_online
Getting used to the format and pace of a quarter system college class in my first quarter as a UCLA student,1,exam_format_structure+course_pace+quarter_system+first_college_course
"Time, and balancing other classes/ extracurriculars",1,time_management+balancing_courses+balancing_life
I am most nervous about memorizing a lot of the reactions.,1,memorization_general+reactions_mechanisms
"Not being able to keep up or understand the concepts, struggling to learn the material",1,falling_behind+conceptual_understanding
messing up my labs,1,lab_skills
Difficulty of exams compared to class/discussion/homework.,1,exam_difficulty_level
studying for college level exams and not falling behind on studying as it is very fast paced with the quarter system,1,exams_general+falling_behind+course_pace+quarter_system
Taking multiple midterms at the same time. All my classes have midterms the same week and I’m nervous about studying for them and making sure I still do well.,1,multiple_exams+time_management+doing_well
actual short response questions and lab report formatting,1,exam_format_structure+lab_workload
"I am nervous about the tests and how much of an impact they have on my grade. I tend to understand topics in class but when they are put in a different format, I struggle. I hope that doesn't happen in this class.",1,exams_general+exam_format_structure+application_problems
I am most nervous about failing my midterms and my final.,1,failing
I am most nervous about the overwhelming material;.,1,content_volume
I need to manage my time and stay current with the independent problems,1,time_management+falling_behind
"Conceptually breaking down the word problems and not getting lost/fixated on the math, rather focus more on its application.",1,conceptual_understanding+application_problems
Performing well on exams and being able to apply the material to exam questions.,1,doing_well+application_problems
Transitioning from the 14 AB series into the 30 series.,1,prior_knowledge_gap
"Making up for the deficit in material that was not covered in my Organic Chemistry 1 course and having to learn material from both courses at the same time, essentially playing catch-up while also keeping up with new material.",1,prior_knowledge_gap+content_volume+falling_behind
Pacing myself as the achieve is all due on the very last day of class.,1,assignment_tracking+time_management
I am nervous because the exams are worth so much of my grade. I am also nervous because the lecturers are not very helpful.,1,exams_general+resource_utilization
"As I begin Chem 20A, I’m most nervous about the midterms. I’m worried about encountering problems I don’t know how to solve, but I hope that by writing out the correct formulas and showing my work, I can still earn some partial credit.",1,exams_general+application_problems
"Chemical equations, expected VS actual yield. Those are topics I have struggled to understand in the past",1,specific_topic+prior_negative_experience
I am most nervous about exams in this class,1,exams_general
